id,질문,본문
32235556,"[대시민용] 서울시립승화원, 자연장지를 미리 예약할 수 있는지 궁금합니다.","시립자연장지는 서울특별시 조례에 의거하여 사용허가 순으로 안치되고 있습니다. 자연장을 이용하실 분들은 별도의 예약없이, 화장 당일에 접수실에 자연장 이용 의사를 말씀하시면 이용 가능합니다.(자연장 이용 가능 대상 :  고인이 서울, 고양, 파주에서 6개월 이상 거주하다 사망한 경우)"
32235542,"[대시민용] 서울시립승화원, 일반 시민도 봉안당을 이용할 수 있는지 알고 싶습니다.",현재 서울시립 봉안당 만장으로 2022년 4월 25일부터 신규 봉안이 불가능 합니다
32235555,"[대시민용] 서울시립승화원, 장사시설 사용허가증 재발급 절차를 알고 싶습니다.",서울시립승화원에서 발급하는 사용허가증의 재발급 절차는 다음과 같습니다.   ① 사용허가증 상에 사용자가 신분증을 소지하여 방문 및 재발급 신청  ② 허가증 발급  ※ 인터넷 신청 불가
32235540,"[대시민용] 서울시립승화원, 사이버추모의집의 이용대상을 알고 싶습니다.","시립승화원 및 추모공원에서 화장을 하신 고인, 봉안, 분묘, 자연장 등 장사시설을 이용하신 고인의 자녀 및 친지이시면 이용가능하시며,    회원가입을 통해 운영담당자가 최종확인 후 사이버추모의집을 이용하실 수 있습니다."
32235554,"[대시민용] 서울시립승화원, 사이버추모의집 이용료를 알고 싶습니다.",사이버추모의집 인터넷상 고인의 추모공간으로 사용료는 무료입니다.
32235539,"[대시민용] 서울시립승화원, 회원가입시 관리자 비밀번호가 있던데, 활용방법을 알고 싶습니다.","사이버추모의집 관리자 비밀번호에 대한 활용은 다음과 같습니다.   - 사이버추모의집 이용신청자께 고인추모 공간을 관리할 수 있는 관리자 권한이 부여됩니다.   - 추모의방 관리자는 고인추모 페이지에 대한 모든 권한이 주어지며, 고인의 자료(사진, 동영상자료, 육성자료, 이력/약력사항 등)를 직접 등록을 하실 수 있습니다.  - 관리자로 접속 방법은 로그인 상태에서 우측 상단에 생성된 마이페이지를 통해서 관리자로 로그인을 하실 수 있습니다."
32235553,"[대시민용] 서울시립승화원, 사이버추모의집 이용신청 및 처리과정에 대해 알고 싶습니다.","사이버추모의집 이용신청은 다음과 같습니다.    - 「추모의집소개」의 [이용안내 및 신청] 코너의 내용을 읽어 보신후 화면 아래의[온라인이용신청] 버튼을 이용하여 이용신청       이때의 [고인정보]는 고인검색 버튼을 활용하시기 바랍니다.   - 이용신청이 끝나면 운영담당자가 이용신청 내용확인 후 승인 처리가 되며, 이때부터 고인추모(로그인)가 가능하게 됩니다."
32235538,"[대시민용] 서울시립승화원, 화장예약 절차를 알고 싶습니다.","화장예약은 보건복지부가 운영하는 e하늘장사정보(http://www.ehaneul.go.kr)로 예약신청을 하며,     예약절차는 다음과 같습니다.    - 화장예약 코너에서 화장예약 신청 → 화장예약신청하기 버튼클릭 → 화장장소 선택(서울시립승화원) → 신청구분에서 (일반, 개장유골,사산) 선택     → 동의서 내용을 읽어 보신후 동의에 선택한 후 확인 → 고인 실명인증 → 신청인 실명인증 → 신청인 휴대폰인증     → 화장 예약정보를 입력 →  화장예약일자의 회차에서 ‘예약가능’을 선택하여 화장예약 완료"
32235537,"[대시민용] 서울시립승화원, 화장이용요금은 얼마인지 알고 싶습니다.","서울시립승화원의 화장이용요금은 다음과 같습니다. (2024. 11. 19. 기준)

※ 자세한 사항은 서울시립승화원 홈페이지(이용안내 > 사용료 통합안내)를 참고하시기 바랍니다.
"
32235552,"[대시민용] 서울시립승화원, 봉안시설의 사용기한을 알고 싶습니다.","봉안시설의 사용기한은 안치시점부터 최초 15년 안치 가능 하시며, 15년이 지난 후 재사용연장이 15년(5년씩 3번) 가능하십니다."
32195056,"[대시민용] 서울시립승화원, 화장시 구비해야할 서류를 알고 싶습니다.","서울시립승화원의 화장시 구비서류는 다음표와 같습니다.

※ 외국인이 국내에서 사망시- 체류기간 내 : 사망진단서(시체검안서) 1부 외 국내거소신고사실증명- 체류기간 경과 및 미등록외국인 : 사망진단서(시체검안서)1부 외 주재 대？영사관에서 발급한 화장동의서 1부(원본,국문공증)※ 재외국민은 일반 국민과 동일
※ 화장예약시 고인의 행정정보열람 동의를 표하면 제출서류 일부생략 가능(‘13.1.1부터)- 행정상 사망처리된 경우 행정정보망 열람이 불가능하여, 별도로 구비서류를 제출해야함
"
32195074,"[대시민용] 서울시립승화원, 봉안시설 이용시 구비해야할 서류를 알고 싶습니다.(일반인 봉안 중단)","시립봉안당 만장으로 신규 봉안이 불가능하며, 현재 안치되어 계신분과 부부합골만 가능합니다.- 부부합골이란 한 유골함에 두분을 같이 모시는 경우- 부부합골시 구비서류 안내 : 화장증명서, 혼인관계증명서(신규안치자 기준) 각 1부"
32195055,"[대시민용] 서울시립승화원, 자연장이용시 구비서류를 알고 싶습니다.(서울, 고양, 파주, 시민만 가능)","서울시립승화원의 자연장 이용시 구비서류는 다음과 같습니다.

"
32195073,"[대시민용] 서울시립승화원, 산골 이용시 구비해야할 서류 및 사용자격을 알고 싶습니다.","서울시립승화원에서 산골시에는 화장증명서 1부만 있으면 되고,  사용자격은 서울시립승화원에서 화장한 유골, 서울-고양-파주시민 중 타화장장에서 화장한 유골 및 서울시립장사시설에 안치된 유골입니다.   ○ 연락처 :  서울시립승화원 접수실(☎ 031-960-0235∼7)"
32195054,"[대시민용] 서울시립승화원, 매장 이용대상(일반인 매장 중단) 및 매장시 구비해야할 서류를 알고 싶습니다.","서울시립승화원 매장시 이용대상은 다음과 같습니다.- 예 매 지 : 해당 묘지 예약자의 친족범위 내- 가족묘지 : 해당묘지 허가자와 동일호적내에 있는 분- 한국형가족묘지 : 허가자의 친족범위내- 합    장 : 부부중 한분이 시립묘지에 계신 경우(단, 망우·내곡리 제외)

○서울시립승화원 매장시 구비서류는 다음과 같습니다.
사망원인
구비서류
예매묘지
병사
예매지확인서, 사망진단서(시체검안서),
예매자와 친족을 입증할 수 있는 서류(가족관계증명서 및 제적등본)
예매자동의서 및 신분증
사고
예매지확인서, 사망진단서(시체검안서), 검사지휘서
예매자와 친족을 입증할 수 있는 서류(가족관계증명서 및 제적등본)
예매자동의서 및 신분증
가족묘지
병사
가족묘지 허가서, 사망진단서(시체검안서),
허가자와 동일호족임을 입증할수 있는 서류(가족관계증명서 및 제적등본)
허가자동의서 및 신분증
사고
가족묘지 허가서, 사망진단서(시체검안서), 검사지휘서
허가자와 동일호족임을 입증할수 있는 서류(가족관계증명서 및 제적등본)
허가자동의서 및 신분증
합 장
(호적상에
배우자만 가능)
병사
사망진단서(시체검안서), 혼인관계증명서
사고사
사망진단서(시체검안서), 검사지휘서, 혼인관계증명서
"
32195072,"[대시민용] 서울시립승화원, 산소에 계신분의 화장 및 납골절차를 알고 싶습니다.","서울시립승화원 개장화장 절차는 다음과 같습니다.① 사전상담 : 최소 3일전② 개장유골 화장예약 : 보건복지부 e하늘(www.ehaneul.go.kr) 15일전부터 예약가능③ 개장접수 : 개장 1일전 묘지관리사무소④ 작업준비 : 개장준비⑤ 개장 : 당일개장⑥ 신고필증 수령 : 개장신고필증 수령⑦ 화장접수, 수납 : 접수실에서 신청⑧ 봉송, 운구 : 영구차로부터 시신운구⑨ 화장 : 1시간 정도 소요⑩ 유골인수 : 승화원내 유택동산 및 추모의 숲 또는 사용가능한 시설로 이동

※ 서울시립묘지에 계시는 분은 자연장 또는 추모의 숲 이용가능※ 개장유골화장은 10회차(16:00,17:00)만 이용가능

○ 연락처 :  서울시립승화원 접수실(☎ 031-960-0235∼7)○ 서울시립승화원 부부합골 및 부부봉안단 이용자격은 다음과 같습니다.① 사전상담 : 최소 3일전② 개장유골 화장예약 : 보건복지부 e하늘(www.ehaneul.go.kr) 15일전부터 예약가능③ 개장접수 : 개장 1일전 묘지관리사무소④ 작업준비 : 개장준비⑤ 개장 : 당일개장⑥ 신고필증 수령 : 개장신고필증 수령⑦ 화장접수, 수납 : 접수실에서 신청⑧ 봉송, 운구 : 영구차로부터 시신운구⑨ 화장 : 1시간 정도 소요⑩ 유골인수 : 승화원내 유택동산 및 추모의 숲 또는 사용가능한 시설로 이동

※ 서울시립묘지에 계시는 분은 자연장 또는 추모의 숲 이용가능 개장유골화장은 10회차(16:00,17:00)만 이용가능"
32195053,"[대시민용] 서울시립승화원, 봉안반환 절차를 알고 싶습니다.","서울시립승화원 봉안에 대한 반환절차는 다음과 같습니다.① 방문 : 해당 사무실 방문② 서류접수 : 사용허가증 상에 사용자가 신분증 제출③ 반환 및 인수 : 직원 유골반환 및 유족 유골인수④ 이동 : 승화원내 유택동산 및 추모의숲 또는 사용가능한 시설로 이동

○ 봉안반환시 대리신청이 필요하신 경우 다음 서류를 지참하여 주시기 바랍니다.- 사용자인감증명서, 위임장(사용자 인감도장날인), 고인과의 관계증명원(제적등본 또는 가족관계증명서)"
32195052,"[대시민용] 서울시립승화원, 유품은 어떻게 처리해야하는지 알고 싶습니다.","서울시립승화원 내에는유품을 소각할 수 있는 장소가 없습니다.
댁으로 가져가셔서 종량제 봉투에 배출하여 주시기 바랍니다.

○ 연락처 :  서울시립승화원 접수실(☎ 031-960-0235∼7)"
32195071,"[대시민용] 서울시립승화원, 산골절차를 알고 싶습니다.","서울시립승화원에서 운영하는 산골은 유택동산과 산골공원이 있으며 절차는다음과 같습니다.

- 유택동산

① 화장접수
② 화장
③ 유택동산
④ 추모의숲 안장
⑤고인추모
인터넷 예약후
화장접수시 신청
약 2시간 소요

유족이 직접산골
승화원내 유택동산
직원이 안장
(용미1묘지 추모의숲)
유족
(추모의숲 분향대)

- 산골공원(용미리 추모의 숲) 산골 희망시

화장접수
② 화장
③ 추모의숲 안장
④고인추모
인터넷 예약후
화장접수시 신청
약 2시간 소요
유족이 직접산골
(용미1묘지 추모의숲)
유족
(추모의숲 분향대)

○ 연락처 :  서울시립승화원 접수실(☎ 031-960-0235∼7)"
32122900,"[대시민용] 2024 청년 자립토대 지원, 교육 및 상담을 꼭 본인이 받아야 하나요?","네, 본인이 교육 및 상담에 모두 참여하여야 합니다."
32122879,"[대시민용] 2024 청년 자립토대 지원, 사업 참여 중간에 그만둘 수 있나요?",참가자의 일정 및 개인 사정에 의해 중간에 그만두실 수는 있으나 향후 사업 참여 및 선정에 불이익이 있을 수 있습니다.
32122899,"[대시민용] 2024 청년 자립토대 지원, 지원금을 한 번에 받을 수는 없나요?",지원금은 교육 및 상담 후 참가자의 경제적 자립지원 및 금융 역량을 강화하기 위해 지원되는 금액으로 교육 및 상담 후 지원 되며 한 번에 지급하거나 미리 지급해드리지는 않습니다.
32122878,"[대시민용] 2024 청년 자립토대 지원, 지원금 사용에 제한이 있나요?","지원금은 유흥주점, 도박, 사행성 업종 등에 대해서는 사용이 불가하며, 그 밖에 사용처에 대해서는 제한을 두고 있지 않습니다.
또한, 상담과정에서 지원금에 대한 적절한 사용방법(저축 등) 등을 안내해드릴 예정입니다."
32122898,"[대시민용] 2024 청년 자립토대 지원, 참가자로 선정되면 어떤 것들을 해야 하나요?","참가자 선정 후 오리엔테이션 영상 및 약정 안내 문자를 보내드리며, 이후 약정이 완료되면, 온라인 금융교육 2회, 대면상담 3회를 진행합니다.
상담은 대면상담이 원칙이나, 2회차 상담의 경우 참가자 상황에 따라 온라인으로도 진행할 수 있습니다.
※ 약정 체결 후 담당 전문 상담관이 연락을 드리며, 1개월 이상 지속적인 연락에도 연결이 되지 않거나, 2개월 이내 교육 및 상담이 한번도
이뤄지지 않은 경우 약정이 취소될 수 있습니다."
32122877,"[대시민용] 2024 청년 자립토대 지원, 지원금을 받는 계좌가 신청자 본인 외 은행 계좌도 가능한가요?",아닙니다. 반드시 신청자 본인의 은행 계좌여야 합니다.
32122897,"[대시민용] 2024 청년 자립토대 지원, 참가자는 어떤 것을 지원받을 수 있나요?","참가자는 ‘재무역량 강화 맞춤형 프로그램’과 ‘자립토대 지원금’ 최대 1백만원(50만원×2회 지급)을 지원받을 수 있습니다.
단, ‘재무역량 강화 맞춤형 프로그램(금융교육, 재무상담)’에 반드시 참가하여야 하고, 연락 두절 및 미 참가 시 ‘자립토대 지원금’ 지급이 제한될 수 있습니다.
자립토대지원금은 교육 및 상담을 진행한 후 지원되며, 50만원씩 나눠서 본인계좌로 지급됩니다.
① 금융교육 + 1·2차 재무상담 → 1차 지원금 지급
② 금융교육 + 1·2차 재무상담 → 1차 지원금 지급 → 금융교육 + 3차 재무상담 → 2차 지원금 지급"
32122876,"[대시민용] 2024 청년 자립토대 지원, 참가 신청·접수하는 순서대로 참가자가 결정 되나요?","청년 자립토대 지원 사업의 참가자 선정은 선착순이 아닙니다.
모집 기간 내 신청 시, 선정기회가 주어집니다.
모집인원 초과 시 별도의 선정심사위원회 결정을 따릅니다."
32122896,"[대시민용] 2024 청년 자립토대 지원, 사업 참가 신청서 제출 이후 신청 내용을 수정하거나 신청을 취소할 수 있나요?","사업 신청내역 수정 및 취소는 서울복지포털 홈페이지(wis.seoul.go.kr)에서 가능합니다.
아울러 사업 신청 내역도 서울복지포털 홈페이지(wis.seoul.go.kr)에서 조회하실 수 있습니다."
32108077,"[대시민용] 서울시민카드, 서울시민카드에서 공공시설 회원카드 등록은 어떻게 해야 하나요?","○ 시설 기존회원은 시설 이용약관에 동의하면 즉시 사용이 가능합니다.○ 신규로 시설에 가입할 경우 우선 시설이나 홈페이지에서 회원가입을 하고, 서울시민카드에서
등록을 해야사용이 가능합니다.- 회원가입을 하기 위해 증빙서류를 제출하거나, 연회비 등을 결제해야 회원 가입이 되는 시설이 있음"
32108096,"[대시민용] 서울시민카드, 서울시민카드 앱에서 바로 시설 회원가입 가능한 시설이 있나요?","○ 서울시민카드에서 회원관리를 하고 있는 시설의 경우 서울시민카드에서 회원가입이 가능합니다.○ 시설의 회원가입을 원하시는 경우 해당 시설의 홈페이지 또는 현장방문, 전화로 문의하여주시기 바랍니다."
32108076,"[대시민용] 서울시민카드, 서울시민카드 앱에서 바로 시설 회원가입을 할 수 있나요?","○ 시설 별 회원가입 절차가 상이하기 때문에 시설 회원가입은 각 시설 홈페이지를 통해 가능합니다.(단, 시설 회원가입 전 서울시민카드에서 카드 자동추가 약관동의 후 시설회원가입 완료 시 시설의 카드가서울시민카드에 자동 추가됩니다.)"
32108095,"[대시민용] 서울시민카드, 휴대폰을 교체한 경우 서울시민카드는 어떻게 되나요?",○ 교체하신 단말에서 서울시민카드를 다운 받은 후 본인인증 절차를 완료 한 후 이용 가능합니다.○ 본인인증 완료 시 기존 사용하였던 카드를 그대로 사용하실 수 있습니다. 기존 사용하였던카드가 보이지 않는 경우 사용하셨던 시설명을 검색하여 카드등록 후 이용가능 합니다.※ 시설 검색방법 안내- 통합검색 : 홈화면의 우측 상단 검색 버튼 클릭 → 서울시민카드 통합 검색 탭 → 시설 검색어 입력- 시설정보 : 하단의 시설정보 메뉴 클릭→ 상단 검색 기능 사용- 카드등록 : 홈화면의 '시설카드 추가하기' 클릭 → 시설검색 → '통합 시설카드 추가하기' 버튼 클릭
32108075,"[대시민용] 서울시민카드, 휴대폰 번호 변경 시 서울시민카드를 어떻게 사용해야 하나요?","○ 휴대폰 번호가 변경된 경우 번호 변경을 진행해주세요.※ 휴대폰 번호 변경 방법 안내- 홈화면의 우측 하단 더보기 메뉴 클릭 → 내 정보 메뉴 클릭 (설정된 앱 비밀번호가 없는 경우 비밀번호
등록절차 진행) → 휴대폰 변경 버튼 클릭 → 인증번호 받기 버튼 클릭 → 인증번호 입력 → 확인버튼 클릭→ 휴대폰 번호 변경 완료"
32108094,"[대시민용] 서울시민카드, 내가 이용하는 시설이 서울시민카드앱으로 이용가능한지 어떻게 확인할 수 있나요?","○ 서울시민카드 앱을 설치한 경우- ""카드 등록 후 사용하세요"" 에 보여지는 시설은 서울시민카드로 등록하면 이용이 가능합니다.- 또는 하단의 시설정보를 클릭하고 내가 가입한 시설을 검색해서 나왔을 때 ""서울시민카드"" 라고 표시되어있으면 서울시민카드 앱으로도 이용할 수 있습니다."
32108074,"[대시민용] 서울시민카드, 서울시민카드 앱에서 볼 수 있는 시설정보는 무엇인가요?","○ 서울시민카드 앱에서는 서울시 공공시설 이용안내, 주소, 전화번호, 위치정보, 주차정보 등을기본적으로 제공하고 있습니다.○ 그리고, 서울시민카드 이용이 가능한 시설에서는 전시, 공연, 교육, 강좌 등 시설에서 운영하는
프로그램 정보를추가적으로 보여줍니다."
32108093,"[대시민용] 서울시민카드, 서울시민카드로 이용할 수 있는 공공시설은 어떤 시설인가요?","○ 시립시설 중에는 서울도서관, 역사박물관, 녹색장남감 도서관, 서울상상나라, 잠실수영장,
삼청각 등이 있습니다.
○ 서울시 교육청 산하 도서관에서도 이용가능합니다.(정독도서관, 남산도서관 외 20개소)
○ 서울시 전 자치구 도서관 시설 및 문화/체육시설, 육아시설 등서울시홈페이지에서 제공"
32086306,"[대시민용] 2024 청년 자립토대 지원, 각 신청서류는 어디서에서 받을 수 있나요?","건강보험 자격확인(통보)서 : 국민건강보험 홈페이지(www.nhis.or.kr) → 상단 ‘민원여기요’ 메뉴 → 증명서 발급/확인
→ 자격확인(통보)서 신청
※ 자격확인서 취득내역 신청시 가족구성원 전원 체크 필수(구성원수로 중위소득 산정)

건강보험 납부확인서 : 국민건강보험 홈페이지(www.nhis.or.kr) → 상단 ‘민원여기요’ 메뉴 → 보험료 납부확인서
변제현황 조회내역 – (서울회생법원 등) 법원 사이트 – 나의 사건 검색
변제수행 납입증명원 – 개인회생 신청 법원 (해당 법원 방문 발행)
※ 변제수행 납입증명원 발행시 수입인지 발급에 따른 수수료 발생(카드납부 불가. 현금 지참 필요)"
32086287,"[대시민용] 2024 청년 자립토대 지원, 선정 절차는 어떻게 되나요?","거주요건, 취업요건, 소득요건, 회생요건, 등 자격요건을 심사하여 선정합니다.
사업참가 신청자가 모집인원을 초과한 경우 별도의 서울시 선정 심사위원회의 결정에 따릅니다."
32086305,"[대시민용] 2024 청년 자립토대 지원, 주민등록상 서울에 거주 중이나 지방에 있는 법원에서 회생절차를 밟고 있으면 신청 가능한가요?","네, 신청일 기준 주민등록상 주소지가 서울시라면 신청 가능합니다."
32086286,"[대시민용] 2024 청년 자립토대 지원, 준비서류를 촬영한 이미지 파일 등을 업로드 해도 되나요?","네, 가능합니다.(pdf파일이나 jpg파일로 업로드 가능) 단, pdf파일을 권장드리고 있으며, 제출한 파일의 내용 확인이 어려운 경우 신청에 제한이 있을 수 있습니다.
pdf, jpg 파일 외 형식의 파일 업로드 시 참여가 제한될 수 있습니다."
32086304,"[대시민용] 2024 청년 자립토대 지원, 참가신청 방법은 어떻게 되나요?","2024년 3차 청년자립토대지원사업은 7월 22일(월) 09:00부터 8월 16일(금) 18:00까지 서울복지포털(wis.seoul.go.kr)을 통해
참가 신청 할 수 있습니다.
온라인(PC, 모바일)으로만 참가 신청 가능합니다.
※ 우편, 이메일, 방문 신청 불가"
32086285,"[대시민용] 2024 청년 자립토대 지원, 신청일에 자격요건을 갖추면 참가 자격을 충족한 건가요?","아닙니다. 신청일에 자격요건을 갖추어 신청하였더라도, 이후 심사 과정에서 자격요건을 조회 시 미충족 할 경우 참가가 제한됩니다."
32086303,"[대시민용] 2024 청년 자립토대 지원, 참가자 자격요건은 어떻게 되나요?","만19~39세 청년으로서 다음의 요건을 모두 충족해야 합니다.
1) ’24년 기준 1984. 1. 1.부터 2005. 12. 31. 이전 출생자
2) 주 15시간 이하 단시간 근로자도 신청 가능. 단, 증빙서류 제출 필수
3) 건강보험료 기준 중위소득 140% 이하
중위소득 산정은 건강보험료 본인부담금 기준이고, 장기요양보험료 부과액은 제외.

신청자가 세대주인 경우 본인 부과액 기준, 신청자가 지역세대원 또는 직장 피부양자인 경우(부모·형제자매 등의 세대원 소속) 부양자 부과액 기준

4) 변제완료 1년 이내인 자(면책 신청자 등) 포함
※ 신청일 기준 변제금 3회 이상 미납자는 참여 제한되며, 자격요건에 대한 최종확인은 행정정보 공동이용 및 서울회생법원 조회결과에 따릅니다."
32086284,"[대시민용] 2024 청년 자립토대 지원, 서울시 청년 자립토대 지원사업은 무엇인가요?","개인회생 중으로 3개월 이내 변제완료 예정 및 1년 이내 면책결정을 받은 청년을 대상으로 금융교육 및 1:1 맞춤형 재무상담을 제공하고 자립토대 지원금을 지급하여 금융취약
청년의 재무역량 강화와 경제적 재기를 지원하는 사업입니다.
맞춤형 프로그램 제공(금융교육 2회, 맞춤형 상담 3회)
- 금융교육 : 신용관리, 금융사기 예방 등
- 1:1 맞춤형 재무상담 : 재무상태 파악, 재무진단 및 대안마련, 대안실행 및 점검 등
☞ 참가자별 상황에 따라 복지, 주거 고용 등 서비스 연계 및 안내"
32062566,"[대시민용] 서울시민카드, 서울시민카드는 무엇인가요?","○ 서울시민카드는 서울시 시립 및 구립시설 회원카드를 모바일 앱으로 통합하여서울시민카드 하나로 가입한 시설을 편리하게 이용할 수 있습니다.○ 서울시민카드 앱에서 주변 공공시설 위치 및 운영 정보도 검색이 가능합니다.○ 서울시민카드 회원이 되시면 통합회원 발급 및 문화, 행사정보, 공연 할인 예매 등의 서비스 이용이
가능합니다."
32066378,"[대시민용] 서울시민카드, 서울시민카드 본인인증 시 인증번호가 수신되지 않습니다.",○ 사용자 인증 시 인증 문자가 수신되지 않는 때에는 스팸으로 분류되어 스팸 문자함으로 전송되는 경우가있습니다. 또는 회원님께서 통신사 측으로 스팸차단 서비스 요청을 한 경우 인증번호 수신에 어려움이있을 수 있습니다.○ 단말기의 스팸 문자함과 이용하시는 통신사로 스팸 차단 서비스가 가입되어 있는지 확인 부탁드립니다.통신사의 스팸 차단 서비스가 가입되어 있는 경우 차단 서비스 해제 후 인증번호를 받아 인증을 진행해주시기 바랍니다.○ 서울시민카드 인증번호 수신은 1일 10회로 제한하고 있습니다.
32062565,"[대시민용] 서울시민카드, 초등학생이 (만14세 미만) 가입할 경우 본인인증은 어떻게 해야하는지요?",○ 만 14세 미만인 경우 법정대리인 인증까지 완료되어야 본인인증 절차가 완료됩니다.※ 만 14세 미만 본인인증 방법- 회원유형 선택에서 만 14세 미만 선택 → 만 14세 미만 본인인증 방법 선택 (휴대폰 또는 아이핀 인증)→ 14세 미만 본인인증 완료 → 법정대리인 본인인증 방법 선택 (휴대폰 또는 아이핀 인증)→ 법정대리인 본인인증 완료 → 만 14세 미만 본인인증 완료
32066377,"[대시민용] 서울시민카드, 서울시민카드 앱을 스마트폰에 어떻게 설치해야 하나요?","○ 서울시민카드 앱 설치는 구글 플레이스토어에서 또는 앱스토어에서 ""서울시민카드""로 검색하여
다운받아 설치합니다.
○ ""서울시민카드 발급받기"" 버튼을 클릭하면 본인인증과 이용약관 동의를 거쳐 회원가입이 완료되면서,서울시민카드와 바코드를 보여줍니다.○ 시민카드 이용이 가능한 시설에 가입이 되어 있으면,""카드 등록 후 사용하세요"" 하단에 가입된 시설을보여주며, 카드 등록 후 사용하면 됩니다."
32062563,"[대시민용] 기후동행카드, 후불카드도 사용할 수 있나요?","2024. 11. 25. 부터기후동행카드 혜택을 받을 수 있는 신용/체크 카드사를 통해 발급신청 가능
[발급가능 카드사(2025. 2. 10. 기준)]
신한카드, KB국민카드, NH농협카드, 현대카드, 삼성카드, 롯데카드, BC카드, 하나카드
- 카드사별 연회비 및 카드종류에 따른 발급비용은 다름 (카드사로 문의)"
32066376,"[대시민용] 기후동행카드, 군 의무복무 기간만큼청년할인 연령이 상향되나요?","조례가 통과되면 바로 적용됩니다. (내년 예정)
- 2년 이상 복무한 경우는 3년, 1년 이상 2년 미만 복무한 경우는 2년, 1년 미만 복무한 경우는 1년 청년할인 연령이 연장 됨"
